Image,Name,employerprofile_ratingcontainer_n4hxe,jobcard_seolink_wdqhz_URL,jobcard_seolink_wdqhz,Location,Salary,Description,Salary1,jobcard_easyapply_eiob,Description2,jobcard_listingage_kuaxz
https://media.glassdoor.com/sql/1384415/big-health-ca-squarelogo-1556048181268.png,Big Health,2.9,"https://www.glassdoor.com/job-listing/event-marketing-manager-big-health-JV_KO0,23_KE24,34.htm?jl=1009027015385",Event Marketing Manager,Remote,$90K - $125K (Employer est.),"Manage, own, and report on event budgets. Our ideal candidate has experience in event operations, contract negotiation, budgeting, and managing cross-functional……",(Employer est.),Easy Apply,,15d
,Bay Smokes,,"https://www.glassdoor.com/job-listing/marketing-manager-bay-smokes-JV_KO0,17_KE18,28.htm?jl=1008955507876",Marketing Manager,United States,$70K - $120K (Employer est.),"Bachelor's degree in Marketing or a related field is plus, not required with a proven track record. Monitor and analyze campaign performance using analytics……",(Employer est.),Easy Apply,Marketing,30d+
https://media.glassdoor.com/sql/185/crane-co-squarelogo-1389129315685.png,Crane Co.,3.9,"https://www.glassdoor.com/job-listing/marketing-communications-manager-crane-co-JV_IC1146821_KO0,32_KE33,41.htm?jl=1009017587778",Marketing Communications Manager,"Los Angeles, CA",$105K - $125K (Employer est.),"Demonstrated ability in branding with engineering companies/technical products. Negotiates with vendors and contractors to coordinate media cost, placement, and……",(Employer est.),,,21d
https://media.glassdoor.com/sql/6687978/lazy-dog-crazy-dog-squarelogo-1653036207547.png,Lazy Dog Family LLC,1.0,"https://www.glassdoor.com/job-listing/marketing-manager-loyalty-membership-lazy-dog-family-llc-JV_IC1146769_KO0,36_KE37,56.htm?jl=1009047899726","Marketing Manager, Loyalty & Membership","Costa Mesa, CA",$95K - $120K (Employer est.),"Build a strong relationship with Home Office (HO) and field teammates to execute membership strategies and programs successfully. $95,000 - $120,000 / year.…",(Employer est.),Easy Apply,,1d
https://media.glassdoor.com/sql/4232/intercontinental-hotels-group-squareLogo-1612531707941.png,InterContinental Hotels Group,4.0,"https://www.glassdoor.com/job-listing/manager-marketing-events-networking-intercontinental-hotels-group-JV_IC1155583_KO0,35_KE36,65.htm?jl=1009035834234","Manager, Marketing Events & Networking","Atlanta, GA",,"Independently manage budgets, including revenue driving strategy and activity through sponsorships and trade shows, and payments process.…",,,,9d
https://media.glassdoor.com/sql/2927774/brigit-squareLogo-1614773338952.png,Brigit,3.7,"https://www.glassdoor.com/job-listing/crm-marketing-manager-brigit-JV_KO0,21_KE22,28.htm?jl=1008923451777",CRM Marketing Manager,New York State,$125K - $150K (Employer est.),"You’ll manage Instant Cash CRM campaigns from end to end; strategy, requirement gathering, briefing and optimizations, monitoring, reporting and analysis.…",(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/8623/lionsgate-squarelogo-1579633162717.png,Lionsgate,3.5,"https://www.glassdoor.com/job-listing/manager-social-media-marketing-lionsgate-JV_IC1146873_KO0,30_KE31,40.htm?jl=1009009272563","Manager, Social Media Marketing","Santa Monica, CA",$77K - $80K (Employer est.),"On assigned titles, the Manager develops and implements the social strategy for the entire organic marketing campaign on owned socials including creative and……",(Employer est.),,Manager,26d
https://media.glassdoor.com/sql/2502863/fusionauth-squareLogo-1680299772517.png,FusionAuth,5.0,"https://www.glassdoor.com/job-listing/social-media-manager-fusionauth-JV_KO0,20_KE21,31.htm?jl=1009012335572",Social Media Manager,Remote,$75K - $110K (Employer est.),Proficiency in social media/marketing tools and content creation tools. Work with internal and external vendor teams to develop and publish high-quality social……,(Employer est.),,,24d
https://media.glassdoor.com/sql/5141/farmer-mac-squarelogo-1629706303877.png,FARMER MAC,4.8,"https://www.glassdoor.com/job-listing/manager-marketing-and-communications-farmer-mac-JV_IC1138213_KO0,36_KE37,47.htm?jl=1009030727631",Manager - Marketing and Communications,"Washington, DC",$110K - $140K (Employer est.),"Serve as the primary point of contact for assigned business segments for the conception, design, execution, and delivery of marketing communications materials,……",(Employer est.),Easy Apply,marketing,13d
https://media.glassdoor.com/sql/22632/kepner-tregoe-squarelogo-1446711655520.png,Kepner-Tregoe,3.5,"https://www.glassdoor.com/job-listing/global-marketing-manager-kepner-tregoe-JV_KO0,24_KE25,38.htm?jl=1009021228663",Global Marketing Manager,Remote,,"Bachelor’s degree in Marketing or related field. Good knowledge and understanding of digital systems and tools such as Salesforce, SEO, Marketing Automation,……",,,Marketing,19d
https://media.glassdoor.com/sql/701130/kendra-scott-design-squarelogo-1465577227169.png,Kendra Scott,4.0,"https://www.glassdoor.com/job-listing/marketing-operations-manager-kendra-scott-JV_IC1139761_KO0,28_KE29,41.htm?jl=1009009563175",Marketing Operations Manager,"Austin, TX",$58K - $86K (Glassdoor est.),"This position will regularly collaborate with marketing sub-departments and cross-functional teams, often acting as the liaison between various groups.…",(Glassdoor est.),,marketing,26d
https://media.glassdoor.com/sql/4249192/bacqyard-squareLogo-1669180101510.png,BACQYARD,,"https://www.glassdoor.com/job-listing/marketing-assistant-bacqyard-JV_KO0,19_KE20,28.htm?jl=1009018995940",Marketing Assistant,Remote,$32K - $55K (Employer est.),"A proactive, solution-focused individual with a passion for learning and innovation in the marketing field. Experience with marketing tools and platforms like……",(Employer est.),Easy Apply,marketing,20d
https://media.glassdoor.com/sql/1890389/rhone-ct-squarelogo-1575285118501.png,"Rhone Apparel, Inc.",3.7,"https://www.glassdoor.com/job-listing/email-marketing-manager-rhone-apparel-inc-JV_IC1148355_KO0,23_KE24,41.htm?jl=1008953268028",Email Marketing Manager,"Stamford, CT",$77K - $113K (Glassdoor est.),"From raising awareness around the mental health crisis, to building mutually supportive communities, to providing men and women with practical tools and……",(Glassdoor est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/992811/vista-outdoor-squarelogo-1464165430054.png,Vista Outdoor,3.2,"https://www.glassdoor.com/job-listing/marketing-manager-vista-outdoor-JV_IC1143192_KO0,17_KE18,31.htm?jl=1008985631393",Marketing Manager,"Lonoke, AR",$47K - $80K (Glassdoor est.),"Management of marketing materials: advertising, brochures, websites, social media, promotions, packaging and in-store signage to Win at Retail supporting core……",(Glassdoor est.),,marketing,30d+
,Oma Robotics,4.5,"https://www.glassdoor.com/job-listing/sr-manager-growth-marketing-oma-robotics-JV_KO0,27_KE28,40.htm?jl=1008053246063","Sr. Manager, Growth Marketing",Remote,,Be obsessed with data to develop deep analytic insights into performance and quickly execute on the insights you uncover.…,,Easy Apply,,30d+
https://media.glassdoor.com/sql/731515/ordergroove-squareLogo-1658353983738.png,Ordergroove,4.5,"https://www.glassdoor.com/job-listing/partner-field-marketing-manager-ordergroove-JV_KO0,31_KE32,43.htm?jl=1009036234984",Partner & Field Marketing Manager,Remote,$110K - $135K (Employer est.),"Work with the partner and marketing team to develop materials and outreach campaigns that engage partners, educate them on Ordergroove, and turn them into……",(Employer est.),Easy Apply,marketing,9d
https://media.glassdoor.com/sql/2545/harte-hanks-squareLogo-1688462466600.png,Harte Hanks,3.1,"https://www.glassdoor.com/job-listing/email-marketing-manager-remote-harte-hanks-JV_KO0,30_KE31,42.htm?jl=1009013319074",Email Marketing Manager (Remote),United States,,"3+ years experience in in email strategy and management, digital marketing strategy, or related field, preferably in the tech industry.…",,,marketing,23d
https://media.glassdoor.com/sql/7954233/botanic-tonics-squarelogo-1669017563015.png,Botanic Tonics,2.0,"https://www.glassdoor.com/job-listing/senior-trade-marketing-manager-botanic-tonics-JV_KO0,30_KE31,45.htm?jl=1009035094399",Senior Trade Marketing Manager,Remote,$125K - $150K (Employer est.),"Proficient in using marketing and sales analysis tools. Bachelor's degree in Marketing, Business Administration, or related field; Master’s degree preferred.…",(Employer est.),Easy Apply,marketing,10d
https://media.glassdoor.com/sql/3321103/brightline-squarelogo-1592596235704.png,Brightline,3.5,"https://www.glassdoor.com/job-listing/member-growth-marketing-manager-california-brightline-JV_KO0,42_KE43,53.htm?jl=1009033272100","Member Growth Marketing Manager, California",California,,"You enjoy driving projects from inception to completion, showing resilience, resourcefulness, and strong attention to detail.…",,Easy Apply,,12d
https://media.glassdoor.com/sql/4216098/liquid-i-v-squareLogo-1653087692530.png,Liquid IV,3.9,"https://www.glassdoor.com/job-listing/sr-manager-influencer-marketing-liquid-iv-JV_IC1146779_KO0,31_KE32,41.htm?jl=1008950117988","Sr. Manager, Influencer Marketing","El Segundo, CA",$115K - $155K (Employer est.),"Partner with the ecomm/paid media and social team to develop engagement-driving and revenue-driving content. Bachelor’s degree in business, marketing or related……",(Employer est.),Easy Apply,marketing,30d+
https://media.glassdoor.com/sql/522/pepsico-squareLogo-1684858464866.png,PepsiCo,4.0,"https://www.glassdoor.com/job-listing/associate-marketing-manager-pepsico-JV_IC1132381_KO0,27_KE28,35.htm?jl=1009031594658",Associate Marketing Manager,"Purchase, NY",$81K - $136K (Employer est.),"Partner with R&D, finance, supply chain, and other cross-functional teams to develop and launch a pipeline of products. Minimum: 5-8 years prior experience.…",(Employer est.),,,13d
https://media.glassdoor.com/sql/4124625/glassworks-london-squarelogo-1646308131704.png,Glassworks London,2.6,"https://www.glassdoor.com/job-listing/email-marketing-manager-glassworks-london-JV_KO0,23_KE24,41.htm?jl=1008448390430",Email Marketing Manager,Remote,,"Founded in London, in 2010, Glassworks is a fresh London fashion brand totally independent, style-obsessed and passionate believers in bricks-and-mortar……",,Easy Apply,,30d+
,Groove Life,,"https://www.glassdoor.com/job-listing/retail-marketing-manager-wholesale-division-groove-life-JV_KO0,43_KE44,55.htm?jl=1009019475769",Retail Marketing Manager - Wholesale Division,United States,$75K - $95K (Employer est.),"Bachelor's degree in Marketing, Business, or a related field. Creative thinker with the ability to develop innovative marketing solutions.…",(Employer est.),Easy Apply,Marketing,20d
https://media.glassdoor.com/sql/7133/lactalis-squarelogo.png,"Lactalis US Yogurt, Inc.",4.0,"https://www.glassdoor.com/job-listing/omnichannel-marketing-associate-manager-lactalis-us-yogurt-inc-JV_KO0,39_KE40,62.htm?jl=1009037717313",Omnichannel Marketing Associate Manager,Remote,,Be the go-to Omnichannel resource for Lactalis US Yogurt field sales and marketing teams and provide recommendations for specific managed retailers based on……,,Easy Apply,marketing,8d
https://media.glassdoor.com/sql/2356672/poetic-squarelogo-1542854428562.png,Poetic,,"https://www.glassdoor.com/job-listing/digital-marketing-specialist-poetic-JV_KO0,28_KE29,35.htm?jl=1009046671332",Digital Marketing Specialist,Remote,,"You will develop strategies, configure ads, run tests, analyze campaign results, implement optimizations, and generate performance reports.…",,Easy Apply,,2d
https://media.glassdoor.com/sql/1658079/releasepoint-squarelogo-1539714383106.png,ReleasePoint,3.0,"https://www.glassdoor.com/job-listing/marketing-communications-manager-releasepoint-JV_KO0,32_KE33,45.htm?jl=1009028417412",Marketing & Communications Manager,Remote,$80K - $120K (Employer est.),"A bachelor's degree in marketing, business, advertisement, brand management, communications or related field. The incumbent will initiate innovate PR strategies……",(Employer est.),Easy Apply,marketing,14d
https://media.glassdoor.com/sql/385316/azul-hospitality-squarelogo-1505718629594.png,Azul Hospitality LLC Headquarters,3.7,"https://www.glassdoor.com/job-listing/marketing-manager-north-county-azul-hospitality-llc-headquarters-JV_IC1147311_KO0,30_KE31,64.htm?jl=1009049846838",Marketing Manager - North County,"San Diego, CA",$38.46 - $40.87 Per Hour (Employer est.),"Job Details Job Location Azul Hospitality LLC Headquarters - San Diego, CA Position Type Full Time Salary Range $38.46 - $40.87 Hourly……",(Employer est.),,,24h
https://media.glassdoor.com/sql/812311/harry-s-squarelogo-1409847881180.png,Harry's,3.9,"https://www.glassdoor.com/job-listing/manager-engagement-marketing-strategy-operations-harry-s-JV_IC1132348_KO0,48_KE49,56.htm?jl=1008937219177","Manager, Engagement Marketing, Strategy & Operations","New York, NY",$120K - $151K (Employer est.),"In this dynamic, high-visibility role, you will combine your problem solving skills, deep analytical capabilities, and ability to own and drive day-to-day……",(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/881/vans-squareLogo-1623260714839.png,Vans,4.0,"https://www.glassdoor.com/job-listing/manager-marketing-analytics-vans-JV_IC1146769_KO0,27_KE28,32.htm?jl=1008977772824","Manager, Marketing Analytics","Costa Mesa, CA",$91K - $136K (Employer est.),"All qualified applicants for employment will be considered without regard to an individual’s race, color, sex, gender identity, gender expression, religion, age……",(Employer est.),,,30d+
https://media.glassdoor.com/sql/1197364/lightricks-squareLogo-1702471775350.png,Lightricks,3.9,"https://www.glassdoor.com/job-listing/influencer-marketing-manager-lightricks-JV_KO0,28_KE29,39.htm?jl=1008907334257",Influencer Marketing Manager,United States,,"Lightricks' Marketing team motivates users into action and leads activities such as acquisition, retention, and social media campaigns.…",,Easy Apply,Marketing,30d+
,Ranch Investor,,"https://www.glassdoor.com/job-listing/brand-marketing-manager-ranch-investor-JV_KO0,23_KE24,38.htm?jl=1009048480525",Brand Marketing Manager,Montana,$35.00 - $40.00 Per Hour (Employer est.),"Bachelor's degree in Marketing, Business, or any related field. Proficiency in marketing analytics tools. Review marketing materials, such as brochures, email……",(Employer est.),Easy Apply,Marketing,1d
https://media.glassdoor.com/sql/2839/hyatt-squarelogo.png,Thompson Savannah,4.0,"https://www.glassdoor.com/job-listing/social-media-marketing-manager-thompson-savannah-JV_IC1155906_KO0,30_KE31,48.htm?jl=1009042357404",SOCIAL MEDIA & MARKETING MANAGER,"Savannah, GA",$48K - $74K (Glassdoor est.),Proficiency in graphic design tools and content creation software. Utilize analytics tools to track the performance of social media campaigns and adjust……,(Glassdoor est.),,,6d
https://media.glassdoor.com/sql/454711/2k-squareLogo-1665513599142.png,2K,3.5,"https://www.glassdoor.com/job-listing/talent-manager-energy-marketing-2k-JV_IC1146821_KO0,31_KE32,34.htm?jl=1009040442630",Talent Manager - Energy Marketing,"Los Angeles, CA",$80K - $120K (Employer est.),Develop workback schedules to ensure creator-led projects are on time and develop alignment across cross-functional 2K teams. What Will Make You A Great Fit.…,(Employer est.),Easy Apply,,7d
https://media.glassdoor.com/sql/100561/indeed-squareLogo-1671046570073.png,Indeed,4.2,"https://www.glassdoor.com/job-listing/director-growth-marketing-indeed-JV_KO0,25_KE26,32.htm?jl=1009026881658","Director, Growth Marketing",Remote,$160K - $240K (Employer est.),7+ years experience driving both media strategy and new customer acquisition through a variety of TV and Audio channels with a willingness to dive deep into……,(Employer est.),Easy Apply,,15d
https://media.glassdoor.com/sql/268252/payoneer-squareLogo-1624981520204.png,Payoneer,4.3,"https://www.glassdoor.com/job-listing/regional-lifecycle-marketing-manager-americas-payoneer-JV_IC1132348_KO0,45_KE46,54.htm?jl=1009027637351","Regional Lifecycle Marketing Manager, Americas","New York, NY",$90K - $120K (Employer est.),"Leading the conception and execution of a region-specific lifecycle marketing strategies, in partnership with stakeholders in the region driving customer……",(Employer est.),Easy Apply,marketing,15d
https://media.glassdoor.com/sql/3489/lvmh-squarelogo-1432805192365.png,LVMH Perfumes & Cosmetics,3.6,"https://www.glassdoor.com/job-listing/trade-marketing-manager-lvmh-perfumes-cosmetics-JV_IC1132348_KO0,23_KE24,47.htm?jl=1008985743564",Trade Marketing Manager,"New York, NY",$100K - $110K (Employer est.),"Plan with Sales Ops, Promo & Events and VM additional trade tools needed and ensure proper allocation. He /she/they will also assist the organization ensuring……",(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/697429/ryman-hospitality-properties-squarelogo-1517952380468.png,Ryman Hospitality Properties,3.9,"https://www.glassdoor.com/job-listing/full-time-marketing-specialist-concerts-acl-live-ryman-hospitality-properties-JV_IC1139761_KO0,48_KE49,77.htm?jl=1009049183609","Full-Time - Marketing Specialist, Concerts - ACL Live","Austin, TX",$44K - $65K (Glassdoor est.),Bachelor's degree in related field preferred. Code and process incoming advertising invoices for show-related expenses.…,(Glassdoor est.),Easy Apply,,24h
https://media.glassdoor.com/sql/948335/planmember-financial-squarelogo-1432138889730.png,PlanMember Financial Corporation,3.3,"https://www.glassdoor.com/job-listing/marketing-program-manager-planmember-financial-corporation-JV_IC1147465_KO0,25_KE26,58.htm?jl=1009049182095",Marketing Program Manager,"Carpinteria, CA",$75K - $90K (Employer est.),"Oversee hotel needs and travel arrangements, including obtain and review freight handling agreements – and arrange credit card payments.…",(Employer est.),,,24h
,Humarq Business Partners,,"https://www.glassdoor.com/job-listing/business-development-manager-marketing-advertising-remote-humarq-business-partners-JV_KO0,57_KE58,82.htm?jl=1009030959914","Business Development Manager, Marketing & Advertising (Remote)",Remote,$108K - $144K (Employer est.),"Bachelor's degree in Marketing, Business, or a related field is preferred. Proficient in using CRM software and other sales tools to track leads and……",(Employer est.),Easy Apply,Marketing,13d
https://media.glassdoor.com/sql/277219/palm-bay-international-squarelogo-1530798380671.png,Palm Bay International,4.3,"https://www.glassdoor.com/job-listing/brand-marketing-manager-palm-bay-international-JV_IC1132348_KO0,23_KE24,46.htm?jl=1009021969959",Brand Marketing Manager,"New York, NY",$130K - $135K (Employer est.),"Understanding of the US 3-Tier system, its laws, and state-by-state variances a plus. Accomplished project manager with superhuman organizational skills and……",(Employer est.),Easy Apply,manager,18d
https://media.glassdoor.com/sql/6368473/the-arena-group-ny-squarelogo-1682405647509.png,The Arena Group,3.2,"https://www.glassdoor.com/job-listing/client-marketing-manager-the-arena-group-JV_KO0,24_KE25,40.htm?jl=1008895014754",Client Marketing Manager,United States,,"Conceive and develop new programs, initiatives, and ad products for Sports Illustrated, TheStreet, Men's Journal, Parade, Adventure Network and The Arena Group……",,Easy Apply,,30d+
https://media.glassdoor.com/sql/314/harley-davidson-squarelogo-1404839965155.png,Harley-Davidson,3.7,"https://www.glassdoor.com/job-listing/membership-loyalty-campaign-manager-remote-harley-davidson-JV_KO0,42_KE43,58.htm?jl=1009040064871",Membership & Loyalty Campaign Manager - Remote,Wisconsin,$115K - $185K (Employer est.),Partner with Campaign Director and Consumer Marketing to develop/execute a holistic view of our customer lifecycle and strategy and how to positively impact……,(Employer est.),,Marketing,7d
https://media.glassdoor.com/sql/629348/duolingo-squarelogo-1557766394178.png,Duolingo,4.4,"https://www.glassdoor.com/job-listing/growth-marketing-manager-duolingo-JV_IC1132348_KO0,24_KE25,33.htm?jl=1008947216461",Growth Marketing Manager,"New York, NY",$126K - $260K (Employer est.),"Working closely with marketing analytics, you will use historical data, industry benchmarks, and past experience to develop models and provide performance……",(Employer est.),,marketing,30d+
https://media.glassdoor.com/sql/6941401/checkbox-australia-squarelogo-1655453768211.png,Checkbox Technology Pty Ltd,,"https://www.glassdoor.com/job-listing/events-marketing-manager-checkbox-technology-pty-ltd-JV_KO0,24_KE25,52.htm?jl=1008500382402",Events Marketing Manager,Remote,,"Across the enterprise, users use drag and drop to build their own solutions that automate manual workflows, analysis, and document creation.…",,,,30d+
https://media.glassdoor.com/sql/916111/lyfe-marketing-squarelogo-1498741353392.png,LYFE Marketing,4.5,"https://www.glassdoor.com/job-listing/social-media-manager-lyfe-marketing-JV_KO0,20_KE21,35.htm?jl=1009043878075",Social Media Manager,United States,$50K (Employer est.),Job responsibilities includes client-facing strategic planning; the creation of copy and vertical video content; as well as the management of graphic design to……,(Employer est.),,,5d
https://media.glassdoor.com/sql/1018424/keeptruckin-squareLogo-1649760169202.png,Motive,4.0,"https://www.glassdoor.com/job-listing/digital-marketing-manager-motive-JV_KO0,25_KE26,32.htm?jl=1009038514754",Digital Marketing Manager,Remote,$121K - $169K (Employer est.),We are seeking a talented Manager of Digital Media to own and operate digital marketing campaigns in paid social (with a focus on LinkedIn) and programmatic……,(Employer est.),,Manager,8d
https://media.glassdoor.com/sql/924644/zoom-video-communications-squareLogo-1675422561283.png,"Zoom Video Communications, Inc.",3.8,"https://www.glassdoor.com/job-listing/product-marketing-manager-ai-zoom-video-communications-inc-JV_KO0,28_KE29,58.htm?jl=1009010543695","Product Marketing Manager, AI",Remote,$116K (Employer est.),"Firm knowledge of AI technologies (e.g., generative AI), models and use cases to be able to converse with the marketplace as well as engineers / technical……",(Employer est.),,,25d
,BN Science,,"https://www.glassdoor.com/job-listing/google-fb-funnel-email-marketing-bn-science-JV_KO0,32_KE33,43.htm?jl=1009033831693",Google/FB/Funnel/Email Marketing,Remote,,We are looking for a seasoned digital marketing expert who has capacity to create digital content using various infographic tools/video content and execute the……,,Easy Apply,marketing,11d
https://media.glassdoor.com/sql/4963192/amsive-squareLogo-1617798049096.png,Amsive,,"https://www.glassdoor.com/job-listing/email-marketing-specialist-amsive-JV_KO0,26_KE27,33.htm?jl=1008937891304",Email Marketing Specialist,United States,,"Leverage SFMC and external email service provider tools to create, schedule, and launch daily campaigns. Mobile and email marketing experience is required, and……",,Easy Apply,marketing,30d+
https://media.glassdoor.com/sql/37983/dexcom-squarelogo-1564525059155.png,Dexcom,3.8,"https://www.glassdoor.com/job-listing/marketing-operations-manager-dexcom-JV_IC1147311_KO0,28_KE29,35.htm?jl=1009040928621",Marketing Operations Manager,"San Diego, CA",$96K - $160K (Employer est.),You develop an agency selection process to provide recommendations to global teams You manage and maintain effective relationships with external partners You……,(Employer est.),,,7d
https://media.glassdoor.com/sql/244719/western-governors-university-squarelogo-1588281076181.png,Western Governors University,3.8,"https://www.glassdoor.com/job-listing/marketing-manager-western-governors-university-JV_KO0,17_KE18,46.htm?jl=1009042680121",Marketing Manager,United States,$70K - $105K (Employer est.),"Help develop annual college marketing strategy, including goals with measurable KPIs, audiences, and messaging for brand/paid media, content, and partnerships.…",(Employer est.),,marketing,6d
https://media.glassdoor.com/sql/2878921/ntracts-squarelogo-1649939633144.png,NTracts Inc,,"https://www.glassdoor.com/job-listing/digital-marketing-manager-ntracts-inc-JV_KO0,25_KE26,37.htm?jl=1008979230660",Digital Marketing Manager,Remote,,"Ntracts delivers a comprehensive contract management solution through a unique combination of healthcare, technical, and legal expertise matched with a user……",,Easy Apply,,30d+
https://media.glassdoor.com/sql/1160170/brainrider-squareLogo-1688475166579.png,Brainrider,4.1,"https://www.glassdoor.com/job-listing/marketing-automation-manager-marketo-brainrider-JV_KO0,36_KE37,47.htm?jl=1008958176872","Marketing Automation Manager, Marketo",Remote,,"BA/BS degree in economics, statistics, computer science, or other quantitative field preferred. Candidates selected for next steps will be contacted to begin……",,Easy Apply,,30d+
https://media.glassdoor.com/sql/6782155/evenup-squarelogo-1653984202924.png,EvenUp,3.8,"https://www.glassdoor.com/job-listing/event-marketing-manager-evenup-JV_KO0,23_KE24,30.htm?jl=1008923096637",Event Marketing Manager,California,,"This role will own trade shows, hosted conferences, and owned experiences, working directly with growth, sales, and customers. To that end, we offer:…",,Easy Apply,,30d+
https://media.glassdoor.com/sql/3255696/slavic-integrated-administration-squarelogo-1583152110384.png,Slavic Integrated Adminstration Inc,,"https://www.glassdoor.com/job-listing/content-marketing-manager-fully-remote-slavic-integrated-adminstration-inc-JV_IC1154153_KO0,38_KE39,74.htm?jl=1009021232258",Content Marketing Manager FULLY REMOTE,"Boca Raton, FL",$58K - $85K (Employer est.),Collaboratively designs and implements a content marketing and social media strategy with a focus on thought leadership around participant education on……,(Employer est.),Easy Apply,marketing,19d
https://media.glassdoor.com/sql/443507/vertos-medical-squareLogo-1659115511033.png,Vertos Medical,3.9,"https://www.glassdoor.com/job-listing/content-marketing-manager-vertos-medical-JV_KO0,25_KE26,40.htm?jl=1008917176625",Content Marketing Manager,United States,$100K - $125K (Employer est.),"Bachelor's degree or equivalent experience in relevant field (marketing, business, communications, journalism, etc.). Master’s degree in relevant field.…",(Employer est.),,,30d+
https://media.glassdoor.com/sql/43314/yelp-squareLogo-1630108629870.png,Yelp,3.5,"https://www.glassdoor.com/job-listing/marketing-program-manager-yelp-JV_KO0,25_KE26,30.htm?jl=1009043246448",Marketing Program Manager,Remote,$85K - $143K (Employer est.),"Build trust with cross-functional partners and be a role model and driver of one of our core company values, “Play well with others.”.…",(Employer est.),,,6d
https://media.glassdoor.com/sql/826358/pango-group-squarelogo-1506429619264.png,Pango Group,,"https://www.glassdoor.com/job-listing/channel-marketing-manager-pango-group-JV_KO0,25_KE26,37.htm?jl=1009009236317",Channel Marketing Manager,Remote,$90K - $130K (Employer est.),"Bachelor's degree in Marketing, Business, or related field. May design and implement measurements to analyze program effectiveness and quantify revenue……",(Employer est.),Easy Apply,Marketing,26d
https://media.glassdoor.com/sql/4474/houston-astros-squarelogo-1569867488305.png,"Houston Astros, LLC",4.1,"https://www.glassdoor.com/job-listing/senior-manager-advertising-digital-marketing-houston-astros-llc-JV_IC1140171_KO0,44_KE45,63.htm?jl=1009038349518","Senior Manager, Advertising & Digital Marketing","Houston, TX",$74K - $112K (Glassdoor est.),Design and oversee social media presence/strategy for all Astros social handles - and provide social support for Corpus/Fayetteville/WPB properties.…,(Glassdoor est.),,,8d
https://media.glassdoor.com/sql/3470/l-or%C3%A9al-squareLogo-1696212737619.png,L'Oreal,4.0,"https://www.glassdoor.com/job-listing/sr-manager-us-marketing-youth-to-the-people-l-oreal-JV_IC1146779_KO0,43_KE44,51.htm?jl=1009044456842",Sr. Manager- US Marketing (Youth to the People),"El Segundo, CA",$100K - $140K (Employer est.),"Drive the research, analysis, category trends and insights to develop long term strategy. Plan, develop and implement animations and special events.…",(Employer est.),,,5d
https://media.glassdoor.com/sql/111877/uab-medicine-squarelogo-1581469952079.png,UAB Medicine,3.9,"https://www.glassdoor.com/job-listing/marketing-manager-uab-medicine-JV_IC1127429_KO0,17_KE18,30.htm?jl=1009042432092",MARKETING MANAGER,"Birmingham, AL",$55K - $90K (Employer est.),"Bachelor's degree in Advertising, Marketing, Public Relations or a related field and five (5) years of. Promotions). Monitors marketing activity and develops……",(Employer est.),,Marketing,6d
,Empowered Legal,,"https://www.glassdoor.com/job-listing/hiring-an-email-marketing-manager-empowered-legal-JV_KO0,33_KE34,49.htm?jl=1009035124288",Hiring an Email Marketing Manager,Remote,$45K - $85K (Employer est.),"Collaborate with cross-functional teams: Working with marketing, sales, design, and content teams to ensure cohesive and effective campaigns.…",(Employer est.),Easy Apply,marketing,10d
https://media.glassdoor.com/sql/3526/honda-squarelogo-1602520959054.png,Honda Center,4.0,"https://www.glassdoor.com/job-listing/manager-marketing-honda-center-JV_IC1146743_KO0,17_KE18,30.htm?jl=1009028502571","Manager, Marketing","Anaheim, CA",$72K - $88K (Employer est.),Bachelor’s degree and minimum of 5-7 years’ experience in a marketing-related field. We are committed to providing an environment of mutual respect where equal……,(Employer est.),,,14d
https://media.glassdoor.com/sql/1024710/swivl-squarelogo-1506716712259.png,Swivl,,"https://www.glassdoor.com/job-listing/marketing-manager-swivl-JV_KO0,17_KE18,23.htm?jl=1009021520089",Marketing Manager,Remote,$80K - $90K (Employer est.),"Over 75,000 schools use our award-winning tools and we are about to launch new product-category defining tools. Swivl is a reflective tools company.…",(Employer est.),Easy Apply,,19d
https://media.glassdoor.com/sql/266712/munchkin-squarelogo-1570740459309.png,"Munchkin, Inc.",4.0,"https://www.glassdoor.com/job-listing/growth-marketing-manager-munchkin-inc-JV_IC1146821_KO0,24_KE25,37.htm?jl=1008984330239",Growth Marketing Manager,"Los Angeles, CA",$130K - $145K (Employer est.),"Recognized as #8 on America’s Most Innovative Companies list by Fortune Magazine, innovation is the core of our company DNA and has been driving our designs for……",(Employer est.),Easy Apply,,30d+
https://media.glassdoor.com/sql/40995/ehealth-squareLogo-1696018853798.png,eHealth,3.0,"https://www.glassdoor.com/job-listing/sr-marketing-manager-b2b-ehealth-JV_KO0,24_KE25,32.htm?jl=1009019102273",Sr. Marketing Manager (B2B),Remote,$131K - $163K (Employer est.),Lead audience research and analysis to develop a pipeline of actionable insights and initiatives for marketing and product experience teams.…,(Employer est.),,marketing,20d
